date_date,Product_ID,Count of purchase
3/12/2012,P00044742,1
3/12/2012,P00044842,7
3/12/2012,P00044942,1
3/12/2012,P00045042,6
3/12/2012,P00045142,15
3/12/2012,P00045242,5
3/12/2012,P00045342,36
3/12/2012,P00045442,3
3/12/2012,P00045542,21
3/12/2012,P00045642,8
3/12/2012,P00045742,4
3/12/2012,P00045842,45
3/12/2012,P00045942,6
3/12/2012,P00046042,13
3/12/2012,P00046142,69
3/12/2012,P00046242,32
3/12/2012,P00046342,4
3/12/2012,P00046442,16
3/12/2012,P00046642,11
3/12/2012,P00046742,193
3/12/2012,P00046842,18
3/12/2012,P00046942,13
3/12/2012,P00047042,3
3/12/2012,P00047142,2
3/12/2012,P00047242,46
3/12/2012,P00047342,4
3/12/2012,P00047442,3
3/12/2012,P00047542,4
3/12/2012,P00047642,14
3/12/2012,P00047742,10
3/12/2012,P00047842,9
3/12/2012,P00047942,31
3/12/2012,P00048042,27
3/12/2012,P00048142,37
3/12/2012,P00048242,4
3/12/2012,P00048342,5
3/12/2012,P00048442,53
3/12/2012,P00048542,4
3/12/2012,P00048642,2
3/12/2012,P00048742,55
3/12/2012,P00048842,5
3/12/2012,P00048942,7
3/12/2012,P00049042,1
3/12/2012,P00049142,13
3/12/2012,P00049242,4
3/12/2012,P00049342,5
3/12/2012,P00049442,27
3/12/2012,P00049542,48
3/12/2012,P00049642,59
3/12/2012,P00049742,3
3/12/2012,P00049842,12
3/12/2012,P00049942,7
3/12/2012,P00050042,7
3/12/2012,P00050142,31
3/12/2012,P00050242,34
3/12/2012,P00050342,19
3/12/2012,P00050442,37
3/12/2012,P00050542,10
3/12/2012,P00050642,18
3/12/2012,P00050742,37
3/12/2012,P00050842,11
3/12/2012,P00050942,5
3/12/2012,P00051042,12
3/12/2012,P00051142,41
3/12/2012,P00051442,154
3/12/2012,P00051542,8
3/12/2012,P00051642,57
3/12/2012,P00051842,23
3/12/2012,P00051942,26
3/12/2012,P00052042,13
3/12/2012,P00052142,17
3/12/2012,P00052242,20
3/12/2012,P00052342,3
3/12/2012,P00052442,14
3/12/2012,P00052542,17
3/12/2012,P00052642,76
3/12/2012,P00052742,16
3/12/2012,P00052842,147
3/12/2012,P00052942,25
3/12/2012,P00053042,43
3/12/2012,P00053142,16
3/12/2012,P00053342,35
3/12/2012,P00053442,9
3/12/2012,P00053542,9
3/12/2012,P00053642,9
3/12/2012,P00053742,12
3/12/2012,P00053842,84
3/12/2012,P00053942,39
3/12/2012,P00054042,36
3/12/2012,P00054142,1
3/12/2012,P00054242,50
3/12/2012,P00054342,12
3/12/2012,P00054542,13
3/12/2012,P00054742,1
3/12/2012,P00054842,2
3/12/2012,P00054942,45
3/12/2012,P00055042,3
3/12/2012,P00055142,5
3/12/2012,P00055242,4
3/12/2012,P00055642,5
3/12/2012,P00055742,1
3/12/2012,P00055842,2
3/12/2012,P00055942,1
3/12/2012,P00056042,1
3/12/2012,P00056142,14
3/12/2012,P00056242,5
3/12/2012,P00056442,4
3/12/2012,P00056742,2
3/12/2012,P00056842,5
3/12/2012,P00057242,21
3/12/2012,P00057342,51
3/12/2012,P00057442,84
3/12/2012,P00057542,100
3/12/2012,P00057642,212
3/12/2012,P00057742,97
3/12/2012,P00057942,101
3/12/2012,P00058042,189
3/12/2012,P00058142,56
3/12/2012,P00058242,87
3/12/2012,P00058342,40
3/12/2012,P00058442,99
3/12/2012,P00058542,1
3/12/2012,P00058642,12
3/12/2012,P00058742,3
3/12/2012,P00058942,4
3/12/2012,P00059042,4
3/12/2012,P00059142,13
3/12/2012,P00059242,6
3/12/2012,P00059442,186
3/12/2012,P00059542,6
3/12/2012,P00059642,50
3/12/2012,P00059742,16
3/12/2012,P00059842,2
3/12/2012,P00059942,10
3/12/2012,P00060142,6
3/12/2012,P00060242,24
3/12/2012,P00060342,1
3/12/2012,P00060442,1
3/12/2012,P00060542,2
3/12/2012,P00060642,5
3/12/2012,P00060942,1
3/12/2012,P00061042,12
3/12/2012,P00061142,34
3/12/2012,P00061342,6
3/12/2012,P00061442,1
3/12/2012,P00061542,3
3/12/2012,P00061742,9
3/12/2012,P00061842,8
3/12/2012,P00062042,8
3/12/2012,P00062142,3
3/12/2012,P00062442,1
3/12/2012,P00062642,1
3/12/2012,P00062742,26
3/12/2012,P00062842,123
3/12/2012,P00062942,1
3/12/2012,P00063042,5
3/12/2012,P00063342,46
3/12/2012,P00064042,41
3/12/2012,P00064142,11
3/12/2012,P00064242,21
3/12/2012,P00064342,2
3/12/2012,P00064442,1
3/12/2012,P00064542,1
3/12/2012,P00064642,2
3/12/2012,P00064742,2
3/12/2012,P00064842,2
3/12/2012,P00064942,6
3/12/2012,P00065042,42
3/12/2012,P00065242,38
3/12/2012,P00065342,29
3/12/2012,P00065442,21
3/12/2012,P00065542,1
3/12/2012,P00065642,5
3/12/2012,P00066042,2
3/12/2012,P00066242,14
3/12/2012,P00066442,15
3/12/2012,P00066542,6
3/12/2012,P00066642,14
3/12/2012,P00066742,6
3/12/2012,P00066942,6
3/12/2012,P00067042,2
3/12/2012,P00067142,8
3/12/2012,P00067342,2
3/12/2012,P00067542,1
3/12/2012,P00067642,3
3/12/2012,P00067742,1
3/12/2012,P00067842,27
3/12/2012,P00067942,48
3/12/2012,P00068042,4
3/12/2012,P00068142,4
3/12/2012,P00068242,2
3/12/2012,P00068442,10
3/12/2012,P00068542,4
3/12/2012,P00068642,4
3/12/2012,P00068842,3
3/12/2012,P00068942,16
3/12/2012,P00069042,30
3/12/2012,P00069142,2
3/12/2012,P00069242,42
3/12/2012,P00069342,5
3/12/2012,P00069542,15
3/12/2012,P00069642,1
3/12/2012,P00069842,1
3/12/2012,P00070042,90
3/12/2012,P00070242,7
3/12/2012,P00070342,80
3/12/2012,P00070442,17
3/12/2012,P00070542,18
3/12/2012,P00070642,14
3/12/2012,P00070742,6
3/12/2012,P00070842,1
3/12/2012,P00070942,57
3/12/2012,P00071042,1
3/12/2012,P00071142,7
3/12/2012,P00071242,38
3/12/2012,P00071342,1
3/12/2012,P00071442,105
3/12/2012,P00071542,2
3/12/2012,P00071642,2
3/12/2012,P00071742,1
3/12/2012,P00071942,2
3/12/2012,P00072242,1
3/12/2012,P00072342,1
3/12/2012,P00072442,10
3/12/2012,P00072542,28
3/12/2012,P00072742,4
3/12/2012,P00072842,15
3/12/2012,P00072942,3
3/12/2012,P00073042,2
3/12/2012,P00073142,3
3/12/2012,P00073342,1
3/12/2012,P00073542,1
3/12/2012,P00073642,51
3/12/2012,P00073742,7
3/12/2012,P00073842,120
3/12/2012,P00073942,7
3/12/2012,P00074042,11
3/12/2012,P00074142,26
3/12/2012,P00074242,33
3/12/2012,P00074342,51
3/12/2012,P00074442,35
3/12/2012,P00074642,63
3/12/2012,P00075042,1
3/12/2012,P00075142,3
3/12/2012,P00075342,11
3/12/2012,P00075442,23
3/12/2012,P00075542,45
3/12/2012,P00075642,12
3/12/2012,P00075742,29
3/12/2012,P00075842,5
3/12/2012,P00075942,17
3/12/2012,P00076042,30
3/12/2012,P00076142,4
3/12/2012,P00076242,1
3/12/2012,P00076342,5
3/12/2012,P00076442,8
3/12/2012,P00076542,10
3/12/2012,P00076742,5
3/12/2012,P00077042,12
3/12/2012,P00077442,2
3/12/2012,P00077742,5
3/12/2012,P00077842,12
3/12/2012,P00077942,25
3/12/2012,P00078042,3
3/12/2012,P00078142,39
3/12/2012,P00078242,4
3/12/2012,P00078442,12
3/12/2012,P00078542,17
3/12/2012,P00078642,17
3/12/2012,P00078742,43
3/12/2012,P00078842,10
3/12/2012,P00078942,1
3/12/2012,P00079142,10
3/12/2012,P00079442,1
3/12/2012,P00079542,2
3/12/2012,P00079642,21
3/12/2012,P00079742,31
3/12/2012,P00079942,12
3/12/2012,P00080042,51
3/12/2012,P00080342,160
3/12/2012,P00080542,3
3/12/2012,P00080642,19
3/12/2012,P00080742,2
3/12/2012,P00080842,2
3/12/2012,P00080942,1
3/12/2012,P00081142,36
3/12/2012,P00081242,3
3/12/2012,P00081442,5
3/12/2012,P00081542,5
3/12/2012,P00081842,1
3/12/2012,P00081942,3
3/12/2012,P00082042,2
3/12/2012,P00082242,25
3/12/2012,P00082342,25
3/12/2012,P00082442,8
3/12/2012,P00082542,4
3/12/2012,P00082742,2
3/12/2012,P00082842,11
3/12/2012,P00083242,16
3/12/2012,P00083342,16
3/12/2012,P00083442,5
3/12/2012,P00083642,5
3/12/2012,P00083742,7
3/12/2012,P00083842,40
3/12/2012,P00083942,58
3/12/2012,P00084042,27
3/12/2012,P00084142,14
3/12/2012,P00084242,66
3/12/2012,P00084342,61
3/12/2012,P00084442,87
3/12/2012,P00084542,29
3/12/2012,P00084642,8
3/12/2012,P00084742,13
3/12/2012,P00084842,114
3/12/2012,P00084942,33
3/12/2012,P00085042,72
3/12/2012,P00085142,25
3/12/2012,P00085242,127
3/12/2012,P00085342,88
3/12/2012,P00085442,48
3/12/2012,P00085542,27
3/12/2012,P00085642,32
3/12/2012,P00085742,3
3/12/2012,P00085842,11
3/12/2012,P00085942,133
3/12/2012,P00086042,87
3/12/2012,P00086142,23
3/12/2012,P00086242,40
3/12/2012,P00086342,107
3/12/2012,P00086442,123
3/12/2012,P00086642,26
3/12/2012,P00086742,8
3/12/2012,P00086842,28
3/12/2012,P00086942,5
3/12/2012,P00087042,36
3/12/2012,P00087142,11
3/12/2012,P00087242,13
3/12/2012,P00087342,32
3/12/2012,P00087442,25
3/12/2012,P00087542,5
3/12/2012,P00087642,10
3/12/2012,P00087742,2
3/12/2012,P00087842,17
3/12/2012,P00088042,31
3/12/2012,P00088142,4
3/12/2012,P00088242,20
3/12/2012,P00088342,16
3/12/2012,P00088442,6
3/12/2012,P00088542,24
3/12/2012,P00088642,11
3/12/2012,P00088742,12
3/12/2012,P00088842,8
3/12/2012,P00088942,14
3/12/2012,P00089042,26
3/12/2012,P00089142,28
3/12/2012,P00089242,29
3/12/2012,P00089342,52
3/12/2012,P00089442,29
3/12/2012,P00089542,17
3/12/2012,P00089642,4
3/12/2012,P00089742,3
3/12/2012,P00089942,5
3/12/2012,P00090142,3
3/12/2012,P00090242,1
3/12/2012,P00090342,6
3/12/2012,P00090442,2
3/12/2012,P00090542,22
3/12/2012,P00090742,1
3/12/2012,P00090842,57
3/12/2012,P00090942,91
3/12/2012,P00091042,4
3/12/2012,P00091142,25
3/12/2012,P00091342,5
3/12/2012,P00091442,2
3/12/2012,P00091642,6
3/12/2012,P00091842,10
3/12/2012,P00092042,1
3/12/2012,P00092142,10
3/12/2012,P00092242,2
3/12/2012,P00092342,1
3/12/2012,P00092442,11
3/12/2012,P00092542,2
3/12/2012,P00092642,5
3/12/2012,P00092842,1
3/12/2012,P00092942,14
3/12/2012,P00093042,2
3/12/2012,P00093142,1
3/12/2012,P00093242,40
3/12/2012,P00093342,19
3/12/2012,P00093442,3
3/12/2012,P00093542,7
3/12/2012,P00093642,22
3/12/2012,P0009842,9
3/12/2012,P0009942,20
3/12/2012,P00100042,4
3/12/2012,P00100142,10
3/12/2012,P00100442,96
3/12/2012,P00100542,1
3/12/2012,P00100642,46
3/12/2012,P00100742,38
3/12/2012,P00100842,97
3/12/2012,P00100942,61
3/12/2012,P00101042,29
3/12/2012,P00101142,14
3/12/2012,P00101242,16
3/12/2012,P00101342,52
3/12/2012,P00101442,12
3/12/2012,P00101542,36
3/12/2012,P00101642,2
3/12/2012,P00101742,57
3/12/2012,P00101842,97
3/12/2012,P00101942,86
3/12/2012,P00102042,30
3/12/2012,P00102142,49
3/12/2012,P00102242,63
3/12/2012,P00102342,85
3/12/2012,P00102442,42
3/12/2012,P00102542,22
3/12/2012,P00102642,165
3/12/2012,P00102742,1
3/12/2012,P00102842,18
3/12/2012,P00102942,27
3/12/2012,P00103042,88
3/12/2012,P00103242,30
3/12/2012,P00103342,41
3/12/2012,P00103442,5
3/12/2012,P00103642,8
3/12/2012,P00103742,2
3/12/2012,P00103842,4
3/12/2012,P00103942,2
3/12/2012,P00104042,1
3/12/2012,P00104142,1
3/12/2012,P00104442,3
3/12/2012,P00104542,41
3/12/2012,P00104742,5
3/12/2012,P00104842,25
3/12/2012,P00104942,28
3/12/2012,P00105042,24
3/12/2012,P00105142,138
3/12/2012,P00105242,9
3/12/2012,P00105342,67
3/12/2012,P00105442,15
3/12/2012,P00105542,10
3/12/2012,P00105642,12
3/12/2012,P00105942,34
3/12/2012,P00106042,118
3/12/2012,P00106142,1
3/12/2012,P00106442,1
3/12/2012,P00106642,26
3/12/2012,P00106742,59
3/12/2012,P00106942,15
3/12/2012,P00107042,3
3/12/2012,P00107142,3
3/12/2012,P00107542,5
3/12/2012,P00107642,6
3/12/2012,P00107742,1
3/12/2012,P00108042,8
3/12/2012,P00108142,1
3/12/2012,P00108242,4
3/12/2012,P00108342,3
3/12/2012,P00108442,31
3/12/2012,P00108542,41
3/12/2012,P00108642,11
3/12/2012,P00108842,24
3/12/2012,P00108942,12
3/12/2012,P00109042,18
3/12/2012,P00109142,12
3/12/2012,P00109242,63
3/12/2012,P00109342,4
3/12/2012,P00109542,70
3/12/2012,P00109642,9
3/12/2012,P00109742,37
3/12/2012,P00109842,46
3/12/2012,P00109942,10
3/12/2012,P00110042,36
3/12/2012,P00110142,19
3/12/2012,P00110242,8
3/12/2012,P00110342,19
3/12/2012,P00110442,9
3/12/2012,P00110542,152
3/12/2012,P00110642,15
3/12/2012,P00110742,224
3/12/2012,P00110842,193
3/12/2012,P00110942,201
3/12/2012,P00111042,85
3/12/2012,P00111142,135
3/12/2012,P00111242,48
3/12/2012,P00111342,4
3/12/2012,P00111442,34
3/12/2012,P00111542,58
3/12/2012,P00111642,17
3/12/2012,P00111742,101
3/12/2012,P00111842,67
3/12/2012,P00111942,88
3/12/2012,P00112042,13
3/12/2012,P00112142,187
3/12/2012,P00112242,16
3/12/2012,P00112342,47
3/12/2012,P00112442,125
3/12/2012,P00112542,158
3/12/2012,P00112642,72
3/12/2012,P00112742,9
3/12/2012,P00112842,24
3/12/2012,P00112942,14
3/12/2012,P00113042,89
3/12/2012,P00113142,120
3/12/2012,P00113242,129
3/12/2012,P00113342,97
3/12/2012,P00113442,29
3/12/2012,P00113542,32
3/12/2012,P00113642,104
3/12/2012,P00113742,17
3/12/2012,P00113842,16
3/12/2012,P00113942,41
3/12/2012,P00114042,91
3/12/2012,P00114142,52
3/12/2012,P00114242,3
3/12/2012,P00114342,79
3/12/2012,P00114442,77
3/12/2012,P00114542,48
3/12/2012,P00114642,12
3/12/2012,P00114742,24
3/12/2012,P00114842,26
3/12/2012,P00114942,157
3/12/2012,P00115042,3
3/12/2012,P00115142,93
3/12/2012,P00115242,26
3/12/2012,P00115342,53
3/12/2012,P00115442,32
3/12/2012,P00115542,68
3/12/2012,P00115642,98
3/12/2012,P00115742,37
3/12/2012,P00115842,58
3/12/2012,P00115942,72
3/12/2012,P00116042,19
3/12/2012,P00116142,84
3/12/2012,P00116242,46
3/12/2012,P00116342,33
3/12/2012,P00116442,2
3/12/2012,P00116542,46
3/12/2012,P00116642,29
3/12/2012,P00116742,84
3/12/2012,P00116842,142
3/12/2012,P00116942,14
3/12/2012,P00117042,36
3/12/2012,P00117142,55
3/12/2012,P00117242,52
3/12/2012,P00117342,18
3/12/2012,P00117442,184
3/12/2012,P00117542,83
3/12/2012,P00117642,41
3/12/2012,P00117742,15
3/12/2012,P00117842,53
3/12/2012,P00117942,198
3/12/2012,P00118042,48
3/12/2012,P00118142,50
3/12/2012,P00118242,12
3/12/2012,P00118342,38
3/12/2012,P00118442,56
3/12/2012,P00118542,59
3/12/2012,P00118642,33
3/12/2012,P00118742,100
3/12/2012,P00118842,19
3/12/2012,P00118942,26
3/12/2012,P00119042,15
3/12/2012,P00119142,75
3/12/2012,P00119242,35
3/12/2012,P00119342,41
3/12/2012,P00119442,49
3/12/2012,P00119542,18
3/12/2012,P00119642,56
3/12/2012,P00119742,81
3/12/2012,P00119842,11
3/12/2012,P00119942,16
3/12/2012,P00120042,135
3/12/2012,P00120142,49
3/12/2012,P00120242,44
3/12/2012,P00120342,65
3/12/2012,P00120442,19
3/12/2012,P00120542,46
3/12/2012,P00120642,35
3/12/2012,P00120742,33
3/12/2012,P00120842,48
3/12/2012,P00120942,21
3/12/2012,P00121042,32
3/12/2012,P00121142,72
3/12/2012,P00121242,25
3/12/2012,P00121342,111
3/12/2012,P00121442,7
3/12/2012,P00121542,10
3/12/2012,P00121642,114
3/12/2012,P00121742,3
3/12/2012,P00121842,1
3/12/2012,P00121942,2
3/12/2012,P00122142,1
3/12/2012,P00122442,84
3/12/2012,P00122542,40
3/12/2012,P00122642,3
3/12/2012,P00122742,4
3/12/2012,P00122842,1
3/12/2012,P00122942,2
3/12/2012,P00123042,2
3/12/2012,P00123142,27
3/12/2012,P00123242,2
3/12/2012,P00123342,3
3/12/2012,P00123442,5
3/12/2012,P00123542,3
3/12/2012,P00123642,8
3/12/2012,P00123742,56
3/12/2012,P00123842,35
3/12/2012,P00123942,1
3/12/2012,P00124042,4
3/12/2012,P00124142,6
3/12/2012,P00124242,56
3/12/2012,P00124342,14
3/12/2012,P00124442,6
3/12/2012,P00124542,15
3/12/2012,P00124642,56
3/12/2012,P00124742,22
3/12/2012,P00124842,31
3/12/2012,P00124942,13
3/12/2012,P00125042,43
3/12/2012,P00125142,15
3/12/2012,P00125242,3
3/12/2012,P00125342,30
3/12/2012,P00125442,1
3/12/2012,P00125542,4
3/12/2012,P00125642,19
3/12/2012,P00125742,23
3/12/2012,P00125842,9
3/12/2012,P00125942,111
3/12/2012,P00126042,46
3/12/2012,P00126142,93
3/12/2012,P00126242,22
3/12/2012,P00126442,18
3/12/2012,P00126542,7
3/12/2012,P00126642,7
3/12/2012,P00126842,4
3/12/2012,P00126942,8
3/12/2012,P00127042,25
3/12/2012,P00127142,1
3/12/2012,P00127242,71
3/12/2012,P00127342,73
3/12/2012,P00127442,66
3/12/2012,P00127542,56
3/12/2012,P00127642,99
3/12/2012,P00127742,67
3/12/2012,P00127842,73
3/12/2012,P00127942,70
3/12/2012,P00128042,45
3/12/2012,P00128142,34
3/12/2012,P00128242,62
3/12/2012,P00128342,32
3/12/2012,P00128442,12
3/12/2012,P00128542,2
3/12/2012,P00128742,33
3/12/2012,P00128942,123
3/12/2012,P00129042,33
3/12/2012,P00129142,17
3/12/2012,P00129242,12
3/12/2012,P00129342,74
3/12/2012,P00129442,18
3/12/2012,P00129542,98
3/12/2012,P00129642,121
3/12/2012,P00129742,23
3/12/2012,P00129842,61
3/12/2012,P00129942,8
3/12/2012,P00130042,8
3/12/2012,P00130142,7
3/12/2012,P00130242,13
3/12/2012,P00130342,8
3/12/2012,P00130442,33
3/12/2012,P00130542,2
3/12/2012,P00130642,40
3/12/2012,P00130742,86
3/12/2012,P00130842,31
3/12/2012,P00130942,9
3/12/2012,P00131042,30
3/12/2012,P00131142,2
3/12/2012,P00131242,5
3/12/2012,P00131342,14
3/12/2012,P00131442,1
3/12/2012,P00131542,29
3/12/2012,P00131642,2
3/12/2012,P00131742,12
3/12/2012,P00131842,1
3/12/2012,P00131942,2
3/12/2012,P00132042,24
3/12/2012,P00132142,1
3/12/2012,P00132242,10
3/12/2012,P00132342,4
3/12/2012,P00132442,6
3/12/2012,P00132542,6
3/12/2012,P00132642,20
3/12/2012,P00132742,1
3/12/2012,P00132842,20
3/12/2012,P00132942,7
3/12/2012,P00133142,1
3/12/2012,P00133342,2
3/12/2012,P00133442,31
3/12/2012,P00133542,1
3/12/2012,P00133642,5
3/12/2012,P00133742,42
3/12/2012,P00133842,6
3/12/2012,P00134042,9
3/12/2012,P00134142,5
3/12/2012,P00134242,3
3/12/2012,P00134342,29
3/12/2012,P00134542,6
3/12/2012,P00134642,3
3/12/2012,P00134742,1
3/12/2012,P00134842,3
3/12/2012,P00134942,19
3/12/2012,P00135042,2
3/12/2012,P00135142,26
3/12/2012,P00135242,8
3/12/2012,P00135342,15
3/12/2012,P00135442,2
3/12/2012,P00135542,7
3/12/2012,P00135642,8
3/12/2012,P00135742,59
3/12/2012,P00135842,11
3/12/2012,P00136042,2
3/12/2012,P00136142,3
3/12/2012,P00136242,4
3/12/2012,P00136342,16
3/12/2012,P00136442,3
3/12/2012,P00136542,45
3/12/2012,P00136642,1
3/12/2012,P00136742,43
3/12/2012,P00136842,20
3/12/2012,P00136942,2
3/12/2012,P00137042,10
3/12/2012,P00137142,6
3/12/2012,P00137242,48
3/12/2012,P00137442,17
3/12/2012,P00137542,24
3/12/2012,P00137642,2
3/12/2012,P00137742,2
3/12/2012,P00137842,2
3/12/2012,P00138042,5
3/12/2012,P00138142,3
3/12/2012,P00138242,3
3/12/2012,P00138342,13
3/12/2012,P00138442,24
3/12/2012,P00138542,76
3/12/2012,P00138642,2
3/12/2012,P00138742,1
3/12/2012,P00138842,14
3/12/2012,P00139042,1
3/12/2012,P00139142,4
3/12/2012,P00139442,1
3/12/2012,P00139542,54
3/12/2012,P00139742,15
3/12/2012,P00139842,8
3/12/2012,P00139942,102
3/12/2012,P00140042,34
3/12/2012,P00140442,5
3/12/2012,P00140542,5
3/12/2012,P00140642,4
3/12/2012,P00140742,105
3/12/2012,P00140942,3
3/12/2012,P00141042,1
3/12/2012,P00141142,2
3/12/2012,P00141242,4
3/12/2012,P00141442,15
3/12/2012,P00141542,37
3/12/2012,P00141742,1
3/12/2012,P00141842,20
3/12/2012,P00141942,18
3/12/2012,P00142042,1
3/12/2012,P00142142,93
3/12/2012,P00142242,4
3/12/2012,P00142342,1
3/12/2012,P00142442,2
3/12/2012,P00142742,3
3/12/2012,P00142842,3
3/12/2012,P00142942,73
3/12/2012,P00143142,12
3/12/2012,P00143342,24
3/12/2012,P00143542,1
3/12/2012,P00143642,48
3/12/2012,P00143742,2
3/12/2012,P00143842,2
3/12/2012,P00143942,1
3/12/2012,P00144042,43
3/12/2012,P00144142,1
3/12/2012,P00144242,57
3/12/2012,P00144342,2
3/12/2012,P00144442,3
3/12/2012,P00144542,4
3/12/2012,P00144642,105
3/12/2012,P00144742,2
3/12/2012,P00144942,1
3/12/2012,P00145042,193
3/12/2012,P00145142,3
3/12/2012,P00145242,4
3/12/2012,P00145342,3
3/12/2012,P00145442,120
3/12/2012,P00145542,1
3/12/2012,P00145642,51
3/12/2012,P00145742,47
3/12/2012,P00145842,22
3/12/2012,P00145942,39
3/12/2012,P00146042,39
3/12/2012,P00146142,40
3/12/2012,P00146242,9
3/12/2012,P00146342,11
3/12/2012,P00146442,23
3/12/2012,P00146542,5
3/12/2012,P00146642,1
3/12/2012,P00146742,62
3/12/2012,P00146842,6
3/12/2012,P00146942,5
3/12/2012,P00147042,3
3/12/2012,P00147142,5
3/12/2012,P00147242,6
3/12/2012,P00147342,33
3/12/2012,P00147442,9
3/12/2012,P00147542,8
3/12/2012,P00147642,8
3/12/2012,P00147742,92
3/12/2012,P00147842,5
3/12/2012,P00147942,115
3/12/2012,P00148042,24
3/12/2012,P00148142,3
3/12/2012,P00148242,1
3/12/2012,P00148342,45
3/12/2012,P00148442,19
3/12/2012,P00148542,33
3/12/2012,P00148642,168
3/12/2012,P00148742,34
3/12/2012,P00148842,31
3/12/2012,P00148942,6
3/12/2012,P00149042,1
3/12/2012,P00149142,7
3/12/2012,P00149242,1
3/12/2012,P00149342,67
3/12/2012,P00149442,6
3/12/2012,P00149542,19
3/12/2012,P00149642,10
3/12/2012,P00149842,3
3/12/2012,P00149942,5
3/12/2012,P00150042,14
3/12/2012,P00150142,45
3/12/2012,P00150342,98
3/12/2012,P00150442,3
3/12/2012,P00150542,92
3/12/2012,P00150642,7
3/12/2012,P00150742,24
3/12/2012,P00150842,40
3/12/2012,P00150942,51
3/12/2012,P00151042,12
3/12/2012,P00151142,12
3/12/2012,P00151242,12
3/12/2012,P00151342,16
3/12/2012,P00151442,2
3/12/2012,P00151542,1
3/12/2012,P00151742,81
3/12/2012,P00151842,3
3/12/2012,P00151942,5
3/12/2012,P00152142,1
3/12/2012,P00152242,10
3/12/2012,P00152342,1
3/12/2012,P00152442,10
3/12/2012,P00152542,4
3/12/2012,P00152642,2
3/12/2012,P00152742,48
3/12/2012,P00152942,18
3/12/2012,P00153142,13
3/12/2012,P00153242,5
3/12/2012,P00153342,4
3/12/2012,P00153442,6
3/12/2012,P00153542,1
3/12/2012,P00153642,25
3/12/2012,P00153742,92
3/12/2012,P00153842,84
3/12/2012,P00153942,1
3/12/2012,P00154042,78
3/12/2012,P00154142,5
3/12/2012,P00154242,34
3/12/2012,P00154342,2
3/12/2012,P00154442,27
3/12/2012,P00154542,7
3/12/2012,P00154642,82
3/12/2012,P00154742,17
3/12/2012,P00154842,3
3/12/2012,P00155042,5
3/12/2012,P00155142,20
3/12/2012,P00155242,25
3/12/2012,P00155342,19
3/12/2012,P00155442,48
3/12/2012,P00155542,3
3/12/2012,P00155642,29
3/12/2012,P00155742,33
3/12/2012,P00155842,1
3/12/2012,P00155942,3
3/12/2012,P00156042,12
3/12/2012,P00156142,26
3/12/2012,P00156242,22
3/12/2012,P00156342,2
3/12/2012,P00156442,121
3/12/2012,P00156542,15
3/12/2012,P00156742,44
3/12/2012,P00156842,20
3/12/2012,P00157142,40
3/12/2012,P00157242,2
3/12/2012,P00157342,25
3/12/2012,P00157442,1
3/12/2012,P00157542,120
3/12/2012,P00157642,65
3/12/2012,P00157842,2
3/12/2012,P00157942,13
3/12/2012,P00158042,17
3/12/2012,P00158142,1
3/12/2012,P00158242,55
3/12/2012,P00158342,13
3/12/2012,P00158442,5
3/12/2012,P00158542,83
3/12/2012,P00158642,7
3/12/2012,P00158742,12
3/12/2012,P00158842,20
3/12/2012,P00158942,2
3/12/2012,P00159042,1
3/12/2012,P00159142,1
3/12/2012,P00159242,5
3/12/2012,P00159342,9
3/12/2012,P00159442,78
3/12/2012,P00159542,81
3/12/2012,P00159742,6
3/12/2012,P00159842,22
3/12/2012,P00159942,20
3/12/2012,P00160042,23
3/12/2012,P00160142,1
3/12/2012,P00160242,2
3/12/2012,P00160342,5
3/12/2012,P00160442,2
3/12/2012,P00160542,10
3/12/2012,P00160642,15
3/12/2012,P00160842,1
3/12/2012,P00160942,21
3/12/2012,P00161042,3
3/12/2012,P00161142,1
3/12/2012,P00161242,26
3/12/2012,P00161342,1
3/12/2012,P00161442,64
3/12/2012,P00161542,53
3/12/2012,P00161742,2
3/12/2012,P00161842,23
3/12/2012,P00161942,118
3/12/2012,P00162042,17
3/12/2012,P00162242,5
3/12/2012,P00162342,4
3/12/2012,P00162442,34
3/12/2012,P00162542,3
3/12/2012,P00162642,8
3/12/2012,P00162842,2
3/12/2012,P00162942,16
3/12/2012,P00163042,1
3/12/2012,P00163142,16
3/12/2012,P00163242,33
3/12/2012,P00163342,6
3/12/2012,P00163442,39
3/12/2012,P00163542,6
3/12/2012,P00163742,3
3/12/2012,P00163842,24
3/12/2012,P00163942,1
3/12/2012,P00164042,3
3/12/2012,P00164142,3
3/12/2012,P00164242,1
3/12/2012,P00164342,12
3/12/2012,P00164642,12
3/12/2012,P00164742,4
3/12/2012,P00164842,9
3/12/2012,P00165042,1
3/12/2012,P00165142,7
3/12/2012,P00165242,2
3/12/2012,P00165442,53
3/12/2012,P00165642,26
3/12/2012,P00165742,35
3/12/2012,P00165842,27
3/12/2012,P00165942,15
3/12/2012,P00166042,8
3/12/2012,P00166142,4
3/12/2012,P00166242,10
3/12/2012,P00166342,7
3/12/2012,P00166442,1
3/12/2012,P00166642,1
3/12/2012,P00166742,25
3/12/2012,P00166842,1
3/12/2012,P00166942,10
3/12/2012,P00167142,2
3/12/2012,P00167442,1
3/12/2012,P00167542,8
3/12/2012,P00167642,8
3/12/2012,P00167742,8
3/12/2012,P00167842,2
3/12/2012,P00167942,19
